label,message
ham,langport sorry ill probably bed 9pm suck ill xmas go2sri lanka
ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
ham,alright omw got ta change order half8th
ham,poor girl cant go one day lmao
ham,kkwhat detail want transferacc enough
ham,guess ltgt min
ham,issue right ill fix tomorrow
ham,dunno let go learn pilate
ham,hellodrivby0quit edrunk sorry iff pthis make senrddnot dancce 2 drum n basqihave fun 2nhite x ro xxxxxxx
ham,im sorry ive joined league people dont keep touch mean great deal friend time even great personal cost great week
ham,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
ham,god asked forgiveness little child gave lovely reply wonderful fruit tree give hurt stone good night
ham,doinghow
ham,ambrithmaduraimet u arun dha marrgeremembr
ham,hey something came last min think wun signing tmr hee
ham,babe got enough money pick bread milk ill give back get home
ham,aight see bit
ham,stop story ive told ive returned he saying order
ham,stalking u
ham,watching surya movie 6 pm vijay movie pokkiri
ham,ü predict wat time üll finish buying
ham,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately who reply reason u r brilliant
spam,2p per min call germany 08448350055 bt line 2p per min check planettalkinstantcom info t c text stop opt
ham,ltgt w jetton ave forgot
ham,fyi im usf swing room whenever
ham,hows loverboy keep coming queen hmmm doesnt ache speak miss desparately
ham,basket gettin full might tonight
ham,got gas money chance gang want go grand nature adventure
ham,check got detailed message
ham,know grumpy old people mom like better lying always one play joke
ham,need coz never go
spam,claim 200 shopping spree call 08717895698 mobstorequiz10ppm
ham,prabhaim sorydarealyfrm heart im sory
ham,ding ya break fassyole blacko londn
ham,yes fine love safe
spam,mobile 11mths update free orange latest colour camera mobile unlimited weekend call call mobile upd8 freefone 08000839402 2stoptxt
ham,hi peteynoim ok wanted 2 chat coz avent spoken 2 u 4 long timehope ur doin alritehave good nit j love ya amx
ham,trying find chinese food place around
ham,tell pa pain de
spam,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
ham,sister got placed birla soft da
ham,cant pick phone right pls send message
ham,new theory argument win situation loses person dont argue ur friend kick amp say im always correct
ham,u call
ham,well uv cause mutation sunscreen like essential thesedays
ham,jolly good way give u ticket sat eve 730 speak x
ham,rofl true name
spam,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer service 09065989180
ham,jade paul didnt u txt u remember barmed want 2 talk 2 u txt
ham,ill probably around mu lot
ham,great p diddy neighbor come toothpaste every morning
ham,well obviously people cool college life went home
ham,ok bus come soon come otherwise tomorrow
ham,im also came room
ham,fineabsolutly fine
spam,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705
ham,im awake oh whats
ham,watching cartoon listening music amp eve go temple amp church u
ham,able sleep
ham,huh mean computational science like dat one push n
ham,im gon na miss u much
spam,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
ham,getting back home
ham,youre thinking lifting one
ham,weird know one point
ham,youwhen wil reach
ham,charge transfer charge withdraw anyhow like
ham,hello thanx taking call got job start monday
spam,someonone know trying contact via dating service find could call mobile landline 09064015307 box334sk38ch
spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,dont thnk wrong calling u
ham,seriously tell exact word right
ham,send ur friend receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply
ham,mathews tait edward anderson
spam,urgent mobile £2000 bonus caller prize 020603 2nd attempt reach call 09066362220 asap box97n7qp 150ppm
ham,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement 4 acc
ham,serious like proper tongued
ham,fineabsolutly fine
ham,prob send email
ham,well join ltgt bus
ham,call ok said call
ham,babe lost try rebooting
ham,therell minor shindig place later tonight interested
ham,sent jd customer service cum account executive ur mail id detail contact u
ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
spam,please call amanda regard renewing upgrading current tmobile handset free charge offer end today tel 0845 021 3680 subject t c
ham,knew u slept v late yest wake late
spam,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network txting moan 69888nyt ec2a 31pmsg150p
ham,hey kate hope ur ok give u buz wedlunch go outsomewhere 4 adrink towncud go 2watershd 4 bit ppl fromwrk bthere love petexxx
spam,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
spam,winner valued network customer selected receivea £900 prize reward claim call 09061701461 claim code kl341 valid 12 hour
ham,lol would despite cramp like girl
ham,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks
ham,work going min
ham,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea
ham,sorry da thangam sorry held prasad
ham,try get lost fact tee hee
spam,ever thought living good life perfect partner txt back name age join mobile community 100psms
ham,k much 8th fifty
ham,weekend fine excuse much decorating
ham,gettin rdy ship comp
ham,hi dear saw dear happy battery low
ham,tot group mate lucky havent reply wat time ü need leave
spam,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply an wquestion end reply end jsco
ham,asking u knw nt may ur frnds classmate
ham,getting worried derek taylor already assumed worst
ham,hmmmy uncle informed he paying school directly pls buy food
ham,book lesson msg call work sth im going get spec membership px3748
ham,hmm well night night
ham,wylie update weed dealer carlos went freedom class lunsford
ham,good afternoon love go day sleep hope well boytoy think
ham,hope text meet smiling let text give reason smile beautiful day
ham,oh k kbut big hitteranyway good
ham,pls tell nelson bb longer comin money expecting aint coming
ham,well like actually called someone punto woulda worse
ham,k sure relative home sm de pls
ham,smith waste dai wan na gayle
ham,happened adventuring
spam,dear voucher holder 2 claim 1st class airport lounge pass using holiday voucher call 08704439680 booking quote 1st class x 2
ham,okok okthenwhats ur today plan
ham,baaaaaaaabe wake miss crave need
ham,sorry ill call later
ham,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
ham,farm open
spam,latest nokia mobile ipod mp3 player £400 proze guaranteed reply win 83355 norcorp ltd£150mtmsgrcvd18
ham,ok tell stay yeah tough optimistic thing improve month
ham,pls send company name saibaba colany
ham,ok way home hi hi
ham,happy new year dear brother really miss got number decided send text wishing happiness abiola
ham,need lar jus testing e phone card dunno network gd thk waiting 4 si 2 finish bathing bathe dun disturb u liao u cleaning ur room
ham,ill post l8r class
spam,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222
ham,want send something sell fast ltgt k easy money
ham,ya im referin mei ex wat ah waitin 4 u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards
ham,u know watchin lido
ham,wherres boytoy
ham,went project centre
ham,u going ikea str aft dat
ham,u dun say early hor u c already say
ham,kallis dismissial 2nd test
ham,yup next stop
ham,im da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page
ham,tyler getting 8th leave long 9 get like hour
ham,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
ham,anything
ham,bognor splendid time year
ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
ham,r u cooking dinner
ham,spoke uncle john today strongly feel need sacrifice keep he going call beg listen dont make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part
ham,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing
ham,ultimately tor motive tui achieve korli
spam,congrats 2 mobile 3g videophones r call 09063458130 videochat wid mate play java game dload polyph music noline rentl
ham,uncle abbey happy new year abiola
ham,maybe woke fucking 3 wouldnt problem
ham,anything lor go go lor
ham,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
ham,message phone im holding
ham,ü ü wan come come lor din c stripe skirt
ham,much buzy
ham,hey gorgeous man work mobile number good one babe squishy mwahs
ham,like people much shy pa
ham,dunno wat get 4
ham,ok
ham,house water dock boat rolled newscaster dabbles jazz flute behind wheel
ham,mmmm fuck fair know weakness grin push knee expose belly pull head dont forget know wicked smile
ham,come online today night
